Time;Vazao
07/12/2024 12:15	280 m3/h
07/12/2024 12:30	314 m3/h
07/12/2024 12:45	303 m3/h
07/12/2024 13:00	277 m3/h
07/12/2024 13:15	267 m3/h
07/12/2024 13:30	246 m3/h
07/12/2024 13:45	235 m3/h
07/12/2024 14:00	236 m3/h
07/12/2024 14:15	221 m3/h
07/12/2024 14:30	252 m3/h
07/12/2024 14:45	252 m3/h
07/12/2024 15:00	188 m3/h
07/12/2024 15:15	175 m3/h
07/12/2024 15:30	174 m3/h
07/12/2024 15:45	163 m3/h
07/12/2024 16:00	146 m3/h
07/12/2024 16:15	165 m3/h
07/12/2024 16:30	175 m3/h
07/12/2024 16:45	213 m3/h
07/12/2024 17:00	229 m3/h
07/12/2024 17:15	248 m3/h
07/12/2024 17:30	253 m3/h
07/12/2024 17:45	265 m3/h
07/12/2024 18:00	250 m3/h
07/12/2024 18:15	244 m3/h
07/12/2024 18:30	230 m3/h
07/12/2024 18:45	215 m3/h
07/12/2024 19:00	212 m3/h
07/12/2024 19:15	236 m3/h
07/12/2024 19:30	220 m3/h
07/12/2024 19:45	251 m3/h
07/12/2024 20:00	230 m3/h
07/12/2024 20:15	231 m3/h
07/12/2024 20:30	220 m3/h
07/12/2024 20:45	217 m3/h
07/12/2024 21:00	236 m3/h
07/12/2024 21:15	241 m3/h
07/12/2024 21:30	226 m3/h
07/12/2024 21:45	221 m3/h
07/12/2024 22:00	227 m3/h
07/12/2024 22:15	234 m3/h
07/12/2024 22:30	237 m3/h
07/12/2024 22:45	228 m3/h
07/12/2024 23:00	218 m3/h
07/12/2024 23:15	227 m3/h
07/12/2024 23:30	228 m3/h
07/12/2024 23:45	231 m3/h
08/12/2024 00:00	246 m3/h
08/12/2024 00:15	266 m3/h
08/12/2024 00:30	277 m3/h
08/12/2024 00:45	285 m3/h
08/12/2024 01:00	292 m3/h
08/12/2024 01:15	302 m3/h
08/12/2024 01:30	290 m3/h
08/12/2024 01:45	289 m3/h
08/12/2024 02:00	289 m3/h
08/12/2024 02:15	288 m3/h
08/12/2024 02:30	295 m3/h
08/12/2024 02:45	287 m3/h
08/12/2024 03:00	295 m3/h
08/12/2024 03:15	289 m3/h
08/12/2024 03:30	258 m3/h
08/12/2024 03:45	253 m3/h
08/12/2024 04:00	243 m3/h
08/12/2024 04:15	231 m3/h
08/12/2024 04:30	209 m3/h
08/12/2024 04:45	193 m3/h
08/12/2024 05:00	172 m3/h
08/12/2024 05:15	180 m3/h
08/12/2024 05:30	167 m3/h
08/12/2024 05:45	176 m3/h
08/12/2024 06:00	187 m3/h
08/12/2024 06:15	197 m3/h
08/12/2024 06:30	218 m3/h
08/12/2024 06:45	251 m3/h
08/12/2024 07:00	221 m3/h
08/12/2024 07:15	232 m3/h
08/12/2024 07:30	240 m3/h
08/12/2024 07:45	274 m3/h
08/12/2024 08:00	296 m3/h
08/12/2024 08:15	245 m3/h
08/12/2024 08:30	278 m3/h
08/12/2024 08:45	236 m3/h
08/12/2024 09:00	231 m3/h
08/12/2024 09:15	227 m3/h
08/12/2024 09:30	225 m3/h
08/12/2024 09:45	193 m3/h
08/12/2024 10:00	205 m3/h
08/12/2024 10:15	180 m3/h
08/12/2024 10:30	157 m3/h
08/12/2024 10:45	139 m3/h
08/12/2024 11:00	172 m3/h
08/12/2024 11:15	109 m3/h
08/12/2024 11:30	183 m3/h
08/12/2024 11:45	174 m3/h
08/12/2024 12:00	174 m3/h
08/12/2024 12:15	196 m3/h
08/12/2024 12:30	201 m3/h
08/12/2024 12:45	213 m3/h
08/12/2024 13:00	227 m3/h
08/12/2024 13:15	200 m3/h
08/12/2024 13:30	207 m3/h
08/12/2024 13:45	189 m3/h
08/12/2024 14:00	208 m3/h
08/12/2024 14:15	230 m3/h
08/12/2024 14:30	188 m3/h
08/12/2024 14:45	236 m3/h
08/12/2024 15:00	243 m3/h
08/12/2024 15:15	231 m3/h
08/12/2024 15:30	223 m3/h
08/12/2024 15:45	205 m3/h
08/12/2024 16:00	230 m3/h
08/12/2024 16:15	252 m3/h
08/12/2024 16:30	262 m3/h
08/12/2024 16:45	260 m3/h
08/12/2024 17:00	261 m3/h
08/12/2024 17:15	240 m3/h
08/12/2024 17:30	239 m3/h
08/12/2024 17:45	210 m3/h
08/12/2024 18:00	214 m3/h
08/12/2024 18:15	196 m3/h
08/12/2024 18:30	207 m3/h
08/12/2024 18:45	228 m3/h
08/12/2024 19:00	262 m3/h
08/12/2024 19:15	268 m3/h
08/12/2024 19:30	273 m3/h
08/12/2024 19:45	292 m3/h
08/12/2024 20:00	310 m3/h
08/12/2024 20:15	332 m3/h
08/12/2024 20:30	336 m3/h
08/12/2024 20:45	339 m3/h
08/12/2024 21:00	355 m3/h
08/12/2024 21:15	358 m3/h
08/12/2024 21:30	359 m3/h
08/12/2024 21:45	359 m3/h
08/12/2024 22:00	358 m3/h
08/12/2024 22:15	357 m3/h
08/12/2024 22:30	358 m3/h
08/12/2024 22:45	359 m3/h
08/12/2024 23:00	358 m3/h
08/12/2024 23:15	358 m3/h
08/12/2024 23:30	359 m3/h
08/12/2024 23:45	358 m3/h
